watershed,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,Habitat.L.0..S.1,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm
muchalat,4.83,4.5,8.88,1.61,6.02,2.4,8.65,1.86,2.14,3.71,10.11,3.74,5.19,16.07,365.82,38.54,7.38,2.54,1.94,4.03,4.21,2.64,9.37,6.69,3.28,2.2,0,0.87,37.71,6.33,8,6.29,8,22,22,0.66,0.66,0.6,4.68
muchalat,3.84,4.14,9.66,1.4,6.34,1.94,8.34,2.44,2.08,3.87,10.31,6.78,5.24,19.58,638.33,39.24,7.86,2.6,1.84,3.34,4.48,3.05,9.33,6.27,3.37,2.21,0,0.86,39.05,5.92,11,5.92,9,21,21,0.6,0.6,0.59,4.11
muchalat,3.14,3.63,6.61,1.22,5.5,1.75,6.31,1.61,1.93,3.25,8.39,2.65,3.75,10.61,167.35,30.16,6.37,2.11,1.92,2.76,3.24,1.5,7.09,4.9,2.89,1.94,0,0.35,29.97,5.45,12,5.59,10,23,22 one left at roof of mouth presence confirmed,0.51,0.49,0.53,5.02
muchalat,3.96,4.79,7.16,1.28,6.42,2.01,7.17,1.62,1.89,3.36,8.92,4.84,4.62,14.83,370.21,35.2,6.68,1.69,1.24,3.04,3.51,1.93,7.64,5.19,2.65,1.84,0,0.51,34.4,6.06,8,6,8,22,22,0.65,0.62,0.62,5.04
muchalat,3.41,4.67,7.23,1.46,5.29,1.73,7.06,1.58,2.3,2.83,8.9,4.11,3.6,11.96,274.9,32.12,7.06,1.77,1.14,2.45,3.29,1.42,7.32,4.86,2.56,1.91,0,0.4,31.76,5.97,11,6.17,11,22,22,0.54,0.54,0.52,5.55
muchalat,5.47,5.8,13.08,2.07,9.04,3.03,10.93,2.73,3.09,5.13,13.94,8.92,7.11,25.37,959.73,49.83,9.45,2.93,2.38,3.99,4.7,2.98,10.23,7.21,3.91,2.57,0,1.29,44.68,6.72,8,7.2,8,21,21,1.15,1.08,0.87,3.57
muchalat,3.86,4.87,9.24,1.5,5.92,2.39,8.79,1.6,2.13,4.01,10.33,5,4.51,14.51,372.06,40.56,7.68,2.22,1.74,3.58,4.29,2.44,8.81,5.95,3.17,2.06,0,0.92,39.91,6.09,8,6.3,8,21,21,0.65,0.64,0.57,3.95
muchalat,3.86,4.26,10.01,1.68,6.5,2.08,8.7,2.08,2.47,3.74,10.7,4.62,4.67,14.55,361.13,41.13,8.07,1.94,1.16,3.28,4,2.17,8.71,5.94,3.38,2.19,0,0.86,39.86,5.58,8,6.61,9,19,19,0.71,0.68,0.84,4.26
muchalat,4.22,5.66,10.12,1.45,6.02,2.27,9.23,1.52,3.19,3.58,11.9,5.39,5.36,17.58,549.63,42.87,8.86,2.63,3.54,3.81,4.58,2.79,9.51,6.79,3.32,1.75,0,1.05,42.98,6.99,7,6.67,11,21,21,0.73,0.72,0.8,4
muchalat,4.5,4.48,9.49,1.75,7.75,2.39,8.39,1.92,2.54,3.7,10.88,4.54,5.04,15.59,406.44,38.98,7.7,2.24,1.82,3.21,4.16,2.47,7.62,4.81,3.32,2.1,0,0.81,38.59,5.31,5,6.54,6,19,18  one left in roof of mouth presence confirmed,0.64,0.68,0.64,3.76
muchalat,4.28,5.68,10.56,1.58,7.19,3.16,10.59,2.66,2.72,4.26,11.55,7.48,5.53,20.83,752.62,43.96,7.85,2.45,2.17,4.53,5.15,2.89,9.6,6.7,3.42,2.21,0,1.51,43.57,6.64,8,7.06,8,22,22,0.8,0.63,0.67,3.75
muchalat,3.7,4.51,9.49,1.57,6.98,2.73,9.51,1.9,2.34,3.99,10.81,6.93,5.54,20.17,713.79,43.37,7.85,2.5,2.38,4.27,4.79,3.3,9.48,6.61,3.39,2.14,0,1.21,42.52,5.55,9,5.86,11,21,21,0.62,0.58,0.55,4.27
muchalat,4.5,5.46,7.63,1.7,5.85,2.18,8.21,2.08,2.12,3.71,10.04,5.22,4.79,16.79,490.8,36.69,6.65,2,1.67,3.27,4.06,2.32,8.24,5.44,3.22,2.13,0,0.73,37.4,6.57,9,6.48,7,21,21,0.74,0.67,0.68,4.63
muchalat,4.1,5.64,10.83,1.73,7.15,2.42,9.57,1.83,2.44,4.12,10.86,5.11,5.76,17.3,541.36,43.16,7.94,2.44,2.55,4.24,4.95,2.81,9.06,6.72,3.11,2.08,0,1.35,42.76,6.84,7,7.25,7,20,20,0.82,0.72,0.55,3.47
muchalat,4.97,5.5,11.63,2.1,9.75,3.39,10.29,2.64,3.32,4.83,14.19,6.43,6.97,21.71,862.04,49,9.47,3.26,2.96,4.36,5.17,3.41,11.05,7.82,4.22,2.76,0,1.64,48.7,7.24,9,7.38,8,21,21,0.91,0.88,0.66,3.09
northy,3.52,4.42,12.74,2.32,7.09,2.91,12.15,2.32,3.4,4.65,14.67,5.86,6.3,20.94,692.74,52.57,9.65,3.31,3.43,4.66,5.32,3.5,7.71,6.22,4.66,3.22,0,2.23,51.4,5.19,4,5.11,4,16,17 one on the roof of mouth that I could not see,1.06,1.15,1,2.69
northy,3.63,4.87,13.39,2.45,8.11,2.75,12.36,2.19,3.69,4.46,15.08,7.53,6.22,21.7,870.17,52.41,10.92,4.07,3.88,4.74,6.47,4.77,8.02,6.54,4.18,2.79,0,2.2,51.6,5.59,4,5.86,4,18,18,1.05,1.13,1.04,2.46
northy,3.2,4.19,13.2,2.64,9.54,2.6,12.35,3.31,4.37,4.91,15.95,7.81,6.04,21.92,917.89,54.05,12.06,4.09,3.41,4.8,5.17,3.06,7.1,5.76,5.07,3.2,0,2.37,52.85,5.45,4,5.57,4,17,17,1.26,1.21,1.25,2.39
northy,2.88,4.39,14.78,2.57,9.78,2.89,12.41,3.15,4.22,4.68,16,8.2,6.07,23.16,1033.58,50.93,11.56,3.71,3.24,4.9,5.49,4.17,10.09,7.09,4.41,2.93,0,2.06,50.65,5.95,6,6.32,8,17,17,1.27,1.23,1.24,2.5
northy,3.54,4.59,10.43,2.06,7.36,2.26,10.34,2.85,3.81,4.07,13.6,6.32,4.91,18.06,626.57,44.1,10.22,2.77,1.98,3.88,4.64,2.84,7.62,5.67,4.17,2.89,0,1.33,43.52,5.75,4,5.96,4,18,18,0.83,0.76,0.71,3.12
northy,2.95,4.3,9.8,1.87,5.91,1.97,9.78,1.86,2.66,3.78,11.4,6.58,4.31,16.69,525.37,41.79,8.96,2.67,2.6,3.64,4.03,2.46,6.42,6.07,3.93,2.8,0,1.24,41.34,4.77,6,5.04,5,19,19,0.71,0.62,0.42,3.18
northy,3.62,4.08,11.72,2.14,7.4,2.2,10.85,2.43,3.99,4.33,14.14,7.87,5.5,21.01,844.58,45.72,10.46,3.46,2.86,4.82,4.93,3.25,8.08,6.11,4.48,3.19,0,1.57,45.39,4.59,6,5.59,8,19,19,0.98,0.92,0.96,3.34
northy,2.82,4.12,9.97,2.32,6.56,2.55,9.9,2.3,3.31,4.07,13.01,7.18,4.33,18.92,624.88,41.92,9.9,3.1,2.22,3.89,4.23,2.93,6.69,5.71,3.73,2.95,0,1.1,40.97,4.77,5,4.79,7,17,17,0.94,0.95,0.82,3.32
northy,2.98,3.99,8.42,1.71,5.64,1.73,8.09,1.61,2.59,3,10.35,4.38,3.56,12.86,288.94,35.51,7.98,2.23,1.72,3.29,3.29,2.08,6.48,4.39,3.45,2.51,0,0.66,34.78,5.24,5,5.08,5,19,19,0.81,0.85,0.63,4.01
northy,3.41,4.24,10.75,2.59,8.94,2.67,10.95,2.38,3.58,4.22,13.8,7.56,4.93,19.88,694.3,45.64,10.75,3.42,2.23,4.91,4.53,2.59,7.13,6.12,4.58,3.4,0,1.56,44.23,5.15,4,5.42,4,19,17 two left behind count confirmed,0.91,1.04,0.68,3.19
northy,3.35,3.93,9.3,1.88,7.08,2.17,8.76,2.2,3.14,3.9,11.8,5.84,4.42,16.61,508.72,39.64,9.35,2.82,2.45,3.06,3.38,1.8,5.25,4.87,3.87,2.59,0,0.93,39.17,4.75,4,5.1,4,17,17,0.93,1,0.99,3.19
northy,3.37,3.9,8.25,1.64,5.96,2.54,8.48,1.9,2.89,3.44,11.04,4.65,4.15,14.74,388.57,37.81,8.36,2.27,1.88,2.67,3.25,1.89,6.02,4.87,3.59,2.74,0,0.74,36.9,4.95,5,4.92,7,18,18 top rakers removed count confirmed,0.85,0.76,0.76,3.55
northy,2.77,3.45,11.29,2.14,9.03,2.85,10.41,3.06,3.78,4.26,14.25,8.08,5.54,21.44,837.95,46.38,10.39,3.2,2.45,3.47,3.67,2.69,7.24,5.82,3.81,2.72,0,1.32,45.38,4.91,4,5.15,5,17,17,1.07,1,1.06,2.56
northy,3.37,3.9,12.39,2.27,8.62,3.21,11.08,2.93,4.1,4.37,15.02,7.01,5.98,20.03,756.31,48.5,11.24,3.46,2.5,4.68,4.82,3.17,8.03,5.93,4.78,3.6,0,1.9,47.73,5.13,5,5.29,5,17,17,1.02,0.92,0.86,2.61
northy,4.61,5.11,16.24,3.39,11.03,3.81,14.09,2.78,4.93,5.05,17.49,9.7,6.91,26.31,1290.89,59.04,13.3,4.71,3.78,5.79,5.93,4.31,10.72,7.87,5.63,4.05,0,3.43,57.91,6.6,4,7.13,3,17,13 rakers along mouth left behind; count confirmed,1.47,1.41,1.39,2.11
northy,3.8,4.22,11.62,2.42,8.51,3.06,11.24,2.88,3.88,4.6,14.72,7.03,5.37,19.71,702.09,46.98,10.74,3.29,2.84,4.03,4.86,2.78,7.36,5.31,4.69,3.21,0,1.65,45.88,5.17,4,5.04,5,17,17,1.15,1.08,1.09,2.84
northy,3.59,4.39,10.58,2.16,7.8,2.99,10.54,2.65,3.57,4.17,13.65,7.14,5.63,20.76,780.32,46.25,9.76,3.12,2.33,3.96,4.32,2.7,8,5.55,4.27,3.24,0,1.42,44.86,5.2,4,5.43,4,18,18,0.81,0.71,0.68,3.07
northy,3.14,3.74,10.24,1.92,7.17,2.27,9.55,2.29,2.55,3.7,11.55,4.7,3.93,14.88,377.35,42.27,9.41,2.61,1.94,2.97,3.76,2.05,5.37,4.31,4.35,3.17,0,1.09,41.45,4.2,4,4.19,5,15,15,0.79,0.84,0.85,3.19
northy,3.26,3.96,12.05,2.26,9,2.63,11.06,3.11,4.08,4.51,15.04,7.06,5.64,21.07,788.84,49.62,10.91,3.35,2.5,4.13,4.7,2.8,8.04,5.56,4.36,3.36,0,1.72,47.95,5.08,6,5.08,6,17,17,1,0.93,1.02,2.89
northy,2.94,3.34,12.35,2.51,8.43,3.21,11.16,2.67,3.93,4.13,14.72,8,6.09,22.66,925.65,46.47,10.38,3.37,2.81,4.1,4.09,2.88,7.04,4.77,4.37,3.13,0,1.63,45.95,5.06,5,4.89,5,16,16,0.98,1.05,0.86,2.65
northy,3.55,4.09,10.78,2.2,7.48,2.21,9.93,2.79,3.48,4.23,13.41,6.22,4.97,18.44,662.22,43.3,9.69,3.12,2.49,4.33,4.06,2.6,6.49,5.12,4.43,3.35,0,1.29,42.94,4.88,5,4.95,5,16,16,0.99,1,0.96,3.13
northy,3.14,3.81,11.13,2.38,7.81,2.65,10.38,2.03,4.04,4.54,15.13,6.96,4.92,19.9,740.49,46.75,11.47,3.19,2.36,4.11,4.65,3,7.32,5.11,4.26,2.78,0,1.58,45.85,4.97,4,5.07,4,19,19,1.04,1.13,1.08,2.82
northy,3.49,4.23,14.62,2.95,10.45,2.82,12.6,3.3,4.58,5.15,17.2,8.3,6.58,23.14,962.93,55.04,13.02,3.72,2.19,4.4,5.4,3.72,8.78,7.24,4.75,3.47,0,2.41,54.05,5.71,5,5.77,5,20,20,1.35,1.24,1.27,2.36
northy,2.95,3.88,11.9,2.09,8.89,2.99,10.91,2.52,4.03,4.29,14.77,7.85,6.1,21.77,814.83,48.64,10.79,3.38,2.56,4.08,4.62,3,7.79,5.84,4.15,3.13,0,1.56,47.22,4.97,4,5.26,4,19,19,1.11,1.16,0.89,2.94
northy,2.86,3.62,10.96,2.06,8.58,3.13,10.72,2.57,3.57,4.26,14.29,6.59,5.2,18.82,640.05,45.27,10.62,3.3,2.43,3.8,4.37,2.92,6.89,4.87,3.86,3.01,0,1.39,44.3,5.29,4,5.41,4,17,17,1,1,0.77,3.19
northy,3.55,4.44,9.79,1.9,6.23,2.47,9.65,1.88,2.86,3.73,12.09,6.01,5,16.8,524.7,39.68,8.72,2.53,2.36,3.67,3.66,1.98,5.77,4.78,3.82,2.45,0,0.93,38.74,4.8,6,4.69,5,17,17,0.57,0.71,0.78,3.64
northy,4.03,4.84,10.75,2.21,7.81,2.59,10.8,3.02,3.42,4.31,14.31,7.48,5.42,20.68,826.07,46.84,10.64,3.2,2.38,4.5,4.59,3.31,7.77,5.66,4.27,3.21,0,1.54,46.6,5.93,5,6.27,6,19,19,1.15,1.17,1.06,2.84
northy,3.18,3.81,13.32,2.49,8.22,3.47,12.11,2.84,3.49,4.48,14.11,7.97,5.53,22,822.31,48.31,11.35,3.45,2.59,4.5,5.23,3.58,9.09,7.32,4.57,3.6,0,2.07,48.46,4.97,4,5.74,4,20,20,1.06,1.01,0.84,2.93
northy,3.19,4.01,10.15,2.21,7.43,2.53,10.15,2.51,2.98,3.98,12.87,6.73,4.9,19.25,599.49,42.86,10.05,2.98,2.19,3.27,3.69,2.03,6.85,4.9,4.54,3.43,0,1.25,42.14,5.12,5,5.33,5,19,19,0.89,0.83,0.87,2.79
northy,3.34,4.09,10.4,2.12,7.15,3,10.02,2.51,3.77,3.72,13.16,7.37,5.4,19.82,632.25,42.73,10.34,3.27,2.61,3.92,3.84,2.27,6.85,4.77,4.48,3.18,0,1.2,42.03,4.76,5,4.68,5,18,18,0.88,0.82,0.96,2.88
northy,3.16,4.09,11.84,2.35,7.76,2.98,10.07,2.67,3.63,4.25,13.59,6.84,5.43,19.43,702.21,45.59,10.42,3.26,2.84,3.75,4.17,2.14,7.37,4.91,4.49,3.2,0,1.43,44.59,5.32,5,5.4,5,19,19,0.96,0.98,0.82,2.77
northy,NA,2.93,10.01,1.91,6.16,2.34,9.05,1.7,2.56,3.7,10.76,5.2,4.16,15.13,388.54,40.26,8.27,2.57,1.92,3.43,3.82,2.13,7.02,5.24,3.66,2.89,0,1.01,40.05,4.19,5,4.5,4,16,16,0.77,0.82,0.64,3.71
northy,3.8,3.99,13.09,2.72,9.22,3.71,13.1,2.8,4.42,5.3,17.16,6.14,6.22,21.04,775.03,53.06,10.87,3.86,2.78,4.18,5.44,4.11,8.78,6.4,4.53,3.28,0,2.4,53.31,5.1,5,5.38,5,18,18,1.17,1.37,1.17,2.27
northy,3.43,3.99,10.58,2.09,8.04,2.52,9.74,2.41,3.23,3.95,13.03,7.21,5.2,19.08,645.47,42.73,9.77,2.76,2.34,3.1,3.4,2.25,6.65,5.17,3.98,2.93,0,1.13,41.42,5.12,4,5.23,4,18,18,0.99,1,1.07,3.12
northy,3.03,3.88,10.57,1.93,7.04,2.8,9.98,2.59,3.63,4.29,13.74,6.55,5.07,18.84,622.4,43.45,10.21,3.19,2.53,3.6,3.95,2.16,6.24,5.27,3.9,3.05,0,1.23,42.62,4.43,5,4.4,5,17,17,0.89,0.72,0.79,3.29
northy,2.91,3.81,12.16,2.36,8.84,3.03,10.62,2.48,3.61,4.14,13.7,6.93,5.77,20.4,803.78,46.96,10.69,3.2,2.92,4.18,4.05,3,6.32,5.39,4.03,2.94,0,1.46,46.37,4.73,5,4.71,5,17,16 one left in roof of mouth and visually confirmed,1.11,0.98,1.11,2.59
northy,3.08,4.08,9.55,2.17,8.12,2.88,9.61,2.74,3.45,4.26,13.4,6.05,5.12,18.22,623.6,43.99,10.36,2.89,2.05,3.69,3.83,2.34,5.93,5.04,4.27,3.22,0,1.23,42.84,4.84,6,4.92,7,18,18,0.94,1.02,0.96,2.97
northy,3.89,4.64,9.95,2.19,7.22,2.13,9.9,2.21,3.18,4.28,13.39,6.97,5.17,19.48,668.1,44.87,9.27,2.94,2.9,3.69,4.64,3.15,7.81,6.27,4.16,3.17,0,1.45,44.74,5.71,5,5.8,5,18,18,0.84,0.77,0.76,2.9
northy,3.15,4.54,13.02,2.84,10.06,3.48,12.2,2.77,3.63,4.6,14.71,8.31,6.41,22.98,791.43,50.43,10.33,3.2,2.48,3.99,4.84,3.05,7.69,5.49,4.57,3.36,0,1.61,44.52,4.58,3,4.73,4,17,17,0.98,1.13,0.91,3.17
pachena,2.99,4.13,9.59,1.37,7.52,2.34,8.12,1.8,2.6,4.03,10.88,5.82,5.71,17.88,709.43,40.76,7.64,2.37,1.9,3.7,3.52,2.05,7.88,5.9,3.99,2.56,0,0.92,40.11,5.36,6,5.49,6,22,22,0.89,0.82,0.8,4.23
pachena,2.9,3.69,6.37,1.13,6.04,1.33,6.1,1.6,2.02,3.17,8.93,4.86,4.1,14.96,475.27,31.27,6.48,1.62,1.17,2.74,2.59,1.08,5.07,3.75,3.04,2.13,0,0.38,30.81,4.14,6,4.26,6,24,24,0.53,0.61,0.61,6.49
pachena,1.88,3.53,10.4,1.62,7.71,1.48,7.71,2.07,3.12,4.32,11.87,4.6,5.45,15.16,472.09,40.01,8.78,2.42,1.58,3.7,3.23,1.61,7.13,5.05,4.02,2.76,0,0.83,39.34,5.03,7,5.26,7,22,22,0.95,0.91,0.93,4.54
pachena,2.45,3.22,9.2,1.14,7.3,1.45,6.28,1.85,2.54,3.53,10.08,4.24,4.73,14.71,504.79,34.59,7.24,2.12,1.44,2.07,3.01,1.47,6.37,4.63,3.19,2.08,0,0.47,33.87,4.59,7,4.93,6,25,25,0.83,0.79,0.74,4.99
pachena,3.06,3.94,10.18,1.49,7.79,1.52,7.95,1.89,2.67,4.22,11.19,5.59,5.24,16.99,701.27,41.79,8.25,2.53,2.46,3.29,3.54,2.15,8.48,6.45,3.75,2.72,0,0.94,40.87,5.42,7,5.48,7,25,25,0.83,0.82,0.73,4.41
pachena,3.19,3.98,10.36,1.47,8.65,2.13,7.63,2.49,2.79,4.33,11.81,4.19,5.76,15.86,517.85,39.97,8.39,2.44,1.6,3.32,3.2,1.49,7.78,5.63,3.81,2.58,0,0.73,38.95,5.2,6,5.5,7,23,23,0.99,1,0.97,4.32
pachena,2.99,3.67,9.68,1.49,7.09,1.38,7.88,2.05,2.51,4.31,10.92,5.7,5.25,17.67,698.37,39.48,7.63,2.1,1.79,3.61,3.54,1.82,7.75,6.47,3.49,2.45,0,0.85,38.57,4.61,7,5.05,6,22,22,0.78,0.68,0.79,4.33
pachena,3.3,3.55,8.52,1.23,5.94,2.13,6.94,1.66,2.24,3.7,9.55,4.43,4.8,14.82,488.12,35.58,7.12,2.02,1.65,3.05,3.1,1.81,7.17,5.1,3.13,2.23,0,0.6,35.47,4.93,5,5.14,6,25,25,0.78,0.8,0.73,5.47
pachena,3.26,3.89,11.16,1.38,7.71,2.49,7.87,2.17,2.4,3.94,10.53,6.57,5.11,18.37,512.8,41.22,7.3,2.08,1.87,3.4,3.6,2.04,7.66,5.82,3.91,2.37,0,0.89,40.23,4.52,5,5.27,3,23,23,0.83,0.87,0.85,4.6
pachena,3,3.99,9.66,1.41,7.97,2.11,7.47,1.85,2.55,3.84,10.61,3.5,3.51,13.34,321.9,40.03,7.49,2.2,1.82,3.29,3.49,1.75,8.42,5.48,3.52,2.38,0,0.78,39.56,5.28,7,4.96,7,25,25,0.85,0.8,0.8,4.57
pachena,3.33,3.98,12.66,1.5,8.17,2.35,8.71,2.14,2.86,4.2,11.46,4.95,5.64,17.45,706.81,43.29,8.3,2.05,1.77,4.04,4,2.22,8.65,6.09,4.2,2.68,0,1.19,43.1,5.74,7,5.88,6,23,23,0.76,0.75,0.89,4.31
pachena,3.1,3.47,10.29,1.51,8.37,2.53,7.7,2.48,2.8,4.13,11.44,4.67,4.58,14.82,364.88,38.34,8.83,2.19,1.81,3.59,3.29,1.96,7.26,4.98,3.9,2.54,0,0.76,37.83,5.14,6,5.43,7,22,22,1,1,1.01,4.53
pachena,2.8,3.86,8.99,1.39,6.61,1.44,6.77,1.37,2.15,3.59,9.2,4.17,4.83,14.49,474.95,35.9,6.48,2.29,2,2.73,3.06,1.61,7.13,5.25,3.21,2.19,0,0.56,34.78,4.89,8,5.31,8,24,24,0.6,0.65,0.62,5.64
pachena,3.48,4.31,11.97,1.55,9.07,2.58,9.16,2.26,2.82,4.17,11.74,5.96,5.73,18.94,785.56,45.24,8.37,2.53,2.12,3.83,4.35,2.43,8.52,6.74,4.56,2.88,0,1.28,45.12,5.47,7,5.53,7,22,22,0.98,0.87,0.89,3.98
pachena,2.85,2.82,10.4,1.48,7.2,2.05,7.34,2.56,3.14,4.16,11.62,5.44,5.32,17.05,691.85,39.65,8.63,2.07,1.28,2.64,3.22,1.69,7.41,5.42,3.98,2.57,0,0.71,38.68,5.05,6,5.08,6,19,19,0.92,0.84,0.67,3.62
pachena,1.77,4.27,8.49,1.45,6.76,2.16,8.71,2.03,2.92,4.08,11.74,5.45,5.39,16.91,691.66,43.02,8.02,2.68,2.18,4.07,4.04,2.43,8.54,6.45,4.2,2.99,0,1.2,42.15,5.13,7,5.7,7,22,22,0.98,0.92,0.92,3.51
pachena,3.04,3.94,8.94,1.25,6.16,1.77,6.64,1.78,2.51,3.53,9.83,3.82,5,14.92,463.33,35.45,7.17,2.04,1.61,2.91,3,1.67,7.05,4.62,3.3,2.42,0,0.51,34.91,5.18,8,5.28,9,21,21,0.77,0.81,0.63,4.27
pachena,3.52,4.88,10.92,1.49,7.16,1.63,8.4,2.07,2.67,3.89,11.16,6.85,5.55,19.78,874.58,42.12,8.57,2.47,1.82,3.7,3.95,2.07,8.29,6.03,3.98,2.9,0,1.08,41.85,5.59,7,5.49,7,21,21,0.98,0.94,0.94,3.91
pachena,2.48,3.63,9.19,1.22,7.01,1.34,7.46,2.1,2.49,3.72,10.07,5.2,4.89,16.49,608.82,37.86,7.25,2.48,1.89,3.17,3.21,1.94,6.79,5.08,3.45,2.46,0,0.66,37.13,4.49,7,4.52,7,24,24,0.76,0.63,0.64,5.08
pachena,3.07,4.3,11.15,1.36,8.05,2.4,7.45,1.85,2.37,3.81,10.06,5.17,4.7,15.94,574.27,39.52,7.17,2.26,1.85,2.92,3.43,1.9,7.24,5.53,3.76,2.51,0,0.76,38.97,4.77,7,5.05,7,24,25  one on top of mouth that I couldnt initially see,0.77,0.83,0.82,4.56
pachena,3.18,3.75,9.54,1.2,7.58,1.64,6.75,1.86,2.42,3.63,10.03,5.8,4.8,16.72,643.93,38.47,7.4,1.97,1.42,3.14,3.11,1.64,7.76,5.74,3.48,2.23,0,0.63,37.53,4.84,7,4.92,8,24,24,0.79,0.82,0.88,4.94
pachena,2.3,3.09,8.73,1.17,6.56,2.44,6.85,1.86,2.09,3.55,9.39,5.82,4.73,16.46,423.07,35.12,6.77,2.04,1.46,2.97,3,1.76,6.66,4.96,3.37,2.26,0,0.56,34.03,4.61,7,4.78,7,22,23  one on top of mouth that I couldnt initially see,0.64,0.67,0.58,4.68
pachena,2.79,3.87,9.39,1.31,6.24,1.87,6.79,1.76,2.25,3.68,9.85,4.59,4.36,14.24,399.34,35.71,7.11,2.01,1.34,2.8,3.1,1.85,6.36,4.96,3.28,2.26,0,0.54,35.14,4.39,7,4.46,7,22,22,0.78,0.76,0.69,4.79
pachena,2.64,3.27,9.52,1.31,6.39,1.97,7.07,1.73,2.17,3.75,9.44,3.81,4.29,13.71,367.19,36.18,7.14,2.07,1.77,3.35,3.08,1.97,6.84,5.61,3.43,2.43,0,0.64,35.81,4.83,7,4.75,7,23,23,0.75,0.77,0.6,4.43
pachena,2.79,2.24,8.78,1.21,6.32,1.8,6.89,1.75,2.37,3.96,9.82,4.73,5.02,15.87,543.88,36.17,6.48,2,1.88,2.69,3.19,1.57,7.29,5.41,3.46,2.06,0,0.58,35.68,4.47,6,4.82,6,24,24,0.76,0.69,0.68,4.49
pachena,3.51,4.27,11.71,1.48,7.83,2.6,8.84,2.11,2.9,4.19,11.89,5.99,5.84,18.63,817.05,43.91,8.33,2.4,2.17,3.71,4.18,2.5,9.15,7.07,4.13,2.71,0,1.15,43.19,5.46,7,5.76,7,22,22,0.81,0.69,0.68,4.32
pachena,3.2,3.98,11.08,1.36,7.23,2.24,7.85,1.87,2.36,4.01,10.69,6.23,5.13,18.06,770.13,41.09,7.83,2.13,1.88,3.41,3.57,1.82,7.13,6.01,3.76,2.6,0,0.91,40.08,5.38,6,5.46,7,25,25,0.79,0.77,0.73,4.44
pachena,3.31,4.05,11.2,1.38,7.38,2.18,7.12,1.72,2.23,3.63,9.92,4.68,5.58,16.75,666.8,38.73,7.29,2.1,1.41,2.75,3.32,2,7.97,6.21,3.47,2.37,0,0.69,38.18,5.38,7,5.6,7,25,25,0.69,0.74,0.76,4.92
pachena,2.73,3.6,8.9,1.37,7.06,1.81,7.16,1.39,2.08,3.55,9.42,4.99,4.71,15.98,564.25,37.32,6.87,2.09,1.85,2.59,3.13,1.52,6.86,5.13,3.65,2.51,0,0.64,36.75,4.43,6,4.68,6,23,23,0.8,0.65,0.68,4.88
pachena,3.11,3.74,10.36,1.47,7.53,1.65,7.95,1.63,2.67,4.05,10.79,6.13,5.18,17.68,728.25,41.67,7.13,1.99,2.05,3.51,3.69,1.97,8.09,6.11,3.82,2.54,0,0.84,40.03,5.08,5,5.33,6,25,25,0.9,0.86,0.9,4.56
pachena,2.15,2.97,8.34,1.31,5.22,1.85,6.41,1.55,2.04,3.57,9.04,4.69,4.46,14.57,506.77,34.53,6.89,2,1.64,2.94,3.02,1.77,6.26,4.84,3.24,2.17,0,0.5,34.17,4.48,7,4.67,7,23,23,0.72,0.77,0.62,5.01
pachena,3.34,3.73,10.21,1.41,6.92,2.05,7.55,1.33,2.66,4.01,10.7,5.41,5,16.68,610.96,39.49,7.4,2.3,1.69,2.98,3.47,1.91,7.28,5.46,3.7,2.65,0,0.76,38.46,4.97,6,5.02,7,26,26,0.87,0.82,0.79,4.44
pachena,2.98,3.82,10.23,1.33,7,2.25,8.24,2.01,2.59,4.2,11,6.39,4.83,17.76,738.05,41.33,7.24,2.44,2.29,2.97,3.59,1.98,7.52,5.73,4.12,2.77,0,0.88,40.7,5.25,6,5.56,6,24,24,0.8,0.82,0.63,3.88
pachena,2.98,3.97,11.81,1.47,7.38,2.55,8.23,2.21,2.51,3.95,10.84,4.24,5.1,14.79,352.12,41.17,7.6,2.44,1.83,3.52,3.85,2.25,8.07,6.29,3.85,2.64,0,0.97,40.59,4.62,8,5.05,7,23,23,0.77,0.77,0.73,4.55
pachena,3.02,3.33,10.09,1.29,6.88,1.97,7.23,1.73,2.56,3.86,10.63,4.64,5.32,15.94,580.18,39.69,7.43,2.22,1.85,2.84,3.22,1.98,6.37,5.34,3.59,2.34,0,0.71,38.86,4.44,7,4.45,7,23,23,0.78,0.77,0.72,4.62
